model,family,preprocessor,fold,seed,status,error,warnings,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,fit_time_sec,predict_time_sec,run_id,scenario,scenario_description
ridge_classifier,linear,standard,1,1,ok,,,0.888,0.8577777777777778,0.4659090909090909,0.82,0.5942028985507246,0.938,0.12088649999986956,0.04669019999982993,20260429_110129,class_imbalance,Classe positive rare.
ridge_classifier,linear,standard,2,1,ok,,,0.896,0.8444444444444444,0.4875,0.78,0.6,0.9318222222222222,0.12426659999982803,0.04607579999992595,20260429_110129,class_imbalance,Classe positive rare.
ridge_classifier,linear,standard,3,1,ok,,,0.899,0.8861111111111111,0.49714285714285716,0.87,0.6327272727272727,0.9384444444444444,0.126635399999941,0.046310300000186544,20260429_110129,class_imbalance,Classe positive rare.
sgd_classifier,linear,standard,1,1,ok,,,0.916,0.8555555555555556,0.5571428571428572,0.78,0.65,0.9447888888888889,0.1262440999998944,0.046403299999838055,20260429_110129,class_imbalance,Classe positive rare.
sgd_classifier,linear,standard,2,1,ok,,,0.83,0.8255555555555556,0.3504273504273504,0.82,0.49101796407185627,0.9076666666666666,0.13018510000074457,0.045804299999872455,20260429_110129,class_imbalance,Classe positive rare.
sgd_classifier,linear,standard,3,1,ok,,,0.917,0.8116666666666668,0.5714285714285714,0.68,0.6210045662100456,0.9275555555555555,0.1184480000001713,0.04794949999995879,20260429_110129,class_imbalance,Classe positive rare.
linear_svc,svm,standard,1,1,ok,,,0.891,0.8861111111111111,0.4756756756756757,0.88,0.6175438596491228,0.9430444444444445,0.13758120000056806,0.04685479999989184,20260429_110129,class_imbalance,Classe positive rare.
linear_svc,svm,standard,2,1,ok,,,0.89,0.8277777777777777,0.46875,0.75,0.5769230769230769,0.9234888888888889,0.13042959999984305,0.04582810000010795,20260429_110129,class_imbalance,Classe positive rare.
linear_svc,svm,standard,3,1,ok,,,0.89,0.8633333333333333,0.4715909090909091,0.83,0.6014492753623188,0.9375666666666667,0.132058600000164,0.045102500000211876,20260429_110129,class_imbalance,Classe positive rare.
random_forest,ensemble_tree,standard,1,1,ok,,,0.91,0.55,1.0,0.1,0.18181818181818182,0.9211111111111111,0.41389860000072076,0.08628489999955491,20260429_110129,class_imbalance,Classe positive rare.
random_forest,ensemble_tree,standard,2,1,ok,,,0.907,0.5394444444444445,0.8888888888888888,0.08,0.14678899082568808,0.9186444444444444,0.45395170000028884,0.08454509999955917,20260429_110129,class_imbalance,Classe positive rare.
random_forest,ensemble_tree,standard,3,1,ok,,,0.909,0.5538888888888889,0.8461538461538461,0.11,0.19469026548672566,0.90585,0.4140471000000616,0.08425540000007459,20260429_110129,class_imbalance,Classe positive rare.
hist_gradient_boosting,boosting,dense,1,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,class_imbalance,Classe positive rare.
hist_gradient_boosting,boosting,dense,2,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,class_imbalance,Classe positive rare.
hist_gradient_boosting,boosting,dense,3,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,class_imbalance,Classe positive rare.
mlp,neural_network,standard,1,1,ok,,,0.932,0.8066666666666666,0.6632653061224489,0.65,0.6565656565656566,0.9400888888888889,0.5569823999994696,0.04942839999966964,20260429_110129,class_imbalance,Classe positive rare.
mlp,neural_network,standard,2,1,ok,,,0.922,0.6633333333333333,0.7391304347826086,0.34,0.4657534246575342,0.9268666666666667,0.5103752000004533,0.04801399999996647,20260429_110129,class_imbalance,Classe positive rare.
mlp,neural_network,standard,3,1,ok,,,0.93,0.7433333333333334,0.7083333333333334,0.51,0.5930232558139535,0.9350888888888889,0.5594424999999319,0.046605300000010175,20260429_110129,class_imbalance,Classe positive rare.
dummy,baseline,standard,1,0,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.08777469999949972,0.042199299999992945,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,2,0,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.10441019999962009,0.04630059999999503,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,3,0,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.09860810000009224,0.04612900000029185,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,1,0,ok,,,0.791,0.7811904761904762,0.6253443526170799,0.7566666666666667,0.6847662141779789,0.8724666666666667,0.15127080000002024,0.04808069999944564,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,2,0,ok,,,0.806,0.8061904761904761,0.6402116402116402,0.8066666666666666,0.7138643067846607,0.8841523809523809,0.19066730000031384,0.04594309999993129,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,3,0,ok,,,0.802,0.7966666666666666,0.6385869565217391,0.7833333333333333,0.7035928143712575,0.8691571428571429,0.20393719999992754,0.04466229999979987,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,1,0,ok,,,0.803,0.7907142857142857,0.6458923512747875,0.76,0.6983154670750383,0.8737904761904762,0.12331379999977798,0.04369250000036118,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,2,0,ok,,,0.802,0.8014285714285714,0.6349206349206349,0.8,0.7079646017699115,0.8820380952380953,0.11336170000049606,0.04286789999969187,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,3,0,ok,,,0.806,0.7985714285714286,0.6464088397790055,0.78,0.7069486404833837,0.8721619047619047,0.1118784999998752,0.04148520000035205,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,1,0,ok,,,0.806,0.7557142857142858,0.6948529411764706,0.63,0.6608391608391608,0.8534857142857144,0.11562279999998282,0.042351699999926495,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,2,0,ok,,,0.634,0.7261904761904762,0.4484375,0.9566666666666667,0.6106382978723405,0.8780047619047618,0.11459439999998722,0.04317279999941093,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,3,0,ok,,,0.807,0.7564285714285715,0.6974169741697417,0.63,0.6619964973730298,0.8664190476190475,0.12689039999986562,0.0416229000002204,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,1,0,ok,,,0.798,0.7795238095238095,0.6432748538011696,0.7333333333333333,0.6853582554517134,0.8772190476190476,0.13552960000015446,0.04037440000047354,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,2,0,ok,,,0.804,0.8028571428571429,0.6382978723404256,0.8,0.7100591715976331,0.8848809523809523,0.13850280000042403,0.04218609999952605,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,3,0,ok,,,0.801,0.7978571428571428,0.6353887399463807,0.79,0.7043090638930164,0.8742666666666666,0.14113819999965926,0.041241099999751896,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,1,0,ok,,,0.78,0.6590476190476191,0.7985074626865671,0.3566666666666667,0.4930875576036866,0.8412285714285714,0.5824941999999282,0.0957643999990978,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,2,0,ok,,,0.77,0.6385714285714286,0.8017241379310345,0.31,0.44711538461538464,0.862147619047619,0.6210973999995986,0.094208599999547,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,3,0,ok,,,0.781,0.6588095238095238,0.8091603053435115,0.35333333333333333,0.4918793503480278,0.8441690476190475,0.5558178999999654,0.10648120000041672,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,1,0,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,2,0,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,3,0,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,1,0,ok,,,0.822,0.7595238095238095,0.7541666666666667,0.6033333333333334,0.6703703703703704,0.865642857142857,0.4528272999996261,0.043881900000087626,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,2,0,ok,,,0.825,0.7616666666666667,0.7637130801687764,0.6033333333333334,0.6741154562383612,0.884,0.4211024999995061,0.043219399999543384,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,3,0,ok,,,0.794,0.7033333333333334,0.7447916666666666,0.4766666666666667,0.5813008130081301,0.8583380952380952,0.35420739999972284,0.04147399999965273,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,1,1,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.09350919999997132,0.041164799999933166,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,2,1,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.0886315999996441,0.04128430000037042,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,3,1,ok,,,0.7,0.5,0.0,0.0,0.0,0.5,0.09390910000001895,0.04477649999989808,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,1,1,ok,,,0.791,0.7792857142857144,0.6267409470752089,0.75,0.6828528072837633,0.8787142857142858,0.18840819999968517,0.04439890000048763,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,2,1,ok,,,0.78,0.7819047619047619,0.6020408163265306,0.7866666666666666,0.6820809248554913,0.8823666666666666,0.19271039999966888,0.041485499999907915,20260429_110129,missing_values,Plus de valeurs manquantes.
logistic_regression,linear,standard,3,1,ok,,,0.781,0.7740476190476191,0.6085790884718498,0.7566666666666667,0.674591381872214,0.8704047619047619,0.1755046999996921,0.04005280000001221,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,1,1,ok,,,0.807,0.7954761904761904,0.6515580736543909,0.7666666666666667,0.7044410413476263,0.8772380952380952,0.11026320000019041,0.04055820000030508,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,2,1,ok,,,0.783,0.7821428571428571,0.6077922077922078,0.78,0.6832116788321168,0.876995238095238,0.108845000000656,0.04062419999991107,20260429_110129,missing_values,Plus de valeurs manquantes.
ridge_classifier,linear,standard,3,1,ok,,,0.783,0.7773809523809524,0.6106666666666667,0.7633333333333333,0.6785185185185185,0.8678666666666667,0.11245140000028186,0.03969980000056239,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,1,1,ok,,,0.745,0.7607142857142857,0.5517241379310345,0.8,0.6530612244897959,0.8633238095238095,0.11951520000002347,0.03908670000055281,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,2,1,ok,,,0.517,0.6502380952380952,0.3816300129366106,0.9833333333333333,0.5498602050326188,0.852252380952381,0.1169196999999258,0.04015069999968546,20260429_110129,missing_values,Plus de valeurs manquantes.
sgd_classifier,linear,standard,3,1,ok,,,0.8,0.7295238095238095,0.7155172413793104,0.5533333333333333,0.6240601503759399,0.8504380952380952,0.11984570000004169,0.04261320000023261,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,1,1,ok,,,0.798,0.7861904761904762,0.6376404494382022,0.7566666666666667,0.6920731707317073,0.8791428571428571,0.14568969999982073,0.046352599999408994,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,2,1,ok,,,0.783,0.7869047619047619,0.6050632911392405,0.7966666666666666,0.6877697841726619,0.8828714285714286,0.16173450000042067,0.04623840000022028,20260429_110129,missing_values,Plus de valeurs manquantes.
linear_svc,svm,standard,3,1,ok,,,0.781,0.7711904761904762,0.6103542234332425,0.7466666666666667,0.671664167916042,0.8707190476190476,0.1601396999994904,0.04780959999970946,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,1,1,ok,,,0.784,0.6676190476190476,0.795774647887324,0.37666666666666665,0.5113122171945701,0.8332761904761904,0.6179703000007066,0.11913519999961864,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,2,1,ok,,,0.792,0.6780952380952381,0.8194444444444444,0.3933333333333333,0.5315315315315315,0.8578023809523809,0.6298311999998987,0.10884389999955602,20260429_110129,missing_values,Plus de valeurs manquantes.
random_forest,ensemble_tree,standard,3,1,ok,,,0.796,0.679047619047619,0.8529411764705882,0.38666666666666666,0.5321100917431193,0.853654761904762,0.608078100000057,0.11004640000010113,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,1,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,2,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
hist_gradient_boosting,boosting,dense,3,1,error,This Pipeline instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.,,,,,,,,,,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,1,1,ok,,,0.815,0.7497619047619047,0.7426160337552743,0.5866666666666667,0.6554934823091247,0.8699523809523809,0.7509835000000749,0.04586509999990085,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,2,1,ok,,,0.806,0.7652380952380953,0.6815068493150684,0.6633333333333333,0.6722972972972973,0.8822238095238095,0.626860299999862,0.043004900000596535,20260429_110129,missing_values,Plus de valeurs manquantes.
mlp,neural_network,standard,3,1,ok,,,0.808,0.7361904761904762,0.7389380530973452,0.5566666666666666,0.6349809885931559,0.8690000000000001,0.4627196000001277,0.04077870000037365,20260429_110129,missing_values,Plus de valeurs manquantes.
dummy,baseline,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
dummy,baseline,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
dummy,baseline,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,1,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,2,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,3,0,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
dummy,baseline,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
dummy,baseline,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
dummy,baseline,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
logistic_regression,linear,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
ridge_classifier,linear,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
sgd_classifier,linear,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
linear_svc,svm,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
random_forest,ensemble_tree,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
hist_gradient_boosting,boosting,dense,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,1,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,2,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
mlp,neural_network,standard,3,1,error,empty vocabulary; perhaps the documents only contain stop words,,,,,,,,,,20260429_110129,text_removed,Colonne texte neutralisée pour mesurer son apport.
